노선id,노선번호,운행회차,회차,정류소번호명,정류소번호,정류소순번,정류소명,차량번호,운행출발일시,운행출발연월일시,하차일시,인원,누적인원
11110537,관악02,5,[05] 09:59,04_낙성대현대아파트,4,152,낙성대현대아파트,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,05_낙성대공원.관악복합평생교육센터,5,153,낙성대공원.관악복합평생교육센터,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,06_서울과학전시관,6,154,서울과학전시관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,07_호암교수회관,7,155,호암교수회관,서울70사8904,9:59,2019-09-02 9:59,2019-09-02 10:11,0,122
11110537,관악02,5,[05] 09:59,08_인헌아파트,8,156,인헌아파트,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,09_교수아파트,9,157,교수아파트,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,10_가족생활동,10,158,가족생활동,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,11_서울대후문.연구공원,11,159,서울대후문.연구공원,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,12_학부생활관,12,160,학부생활관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,13_대학원생활관,13,161,대학원생활관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,14_기숙사삼거리,14,162,기숙사삼거리,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,15_공동기기원,15,163,공동기기원,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,16_유전공학연구소.반도체공동연구소,16,164,유전공학연구소.반도체공동연구소,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,17_에너지자원연구소,17,165,에너지자원연구소,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,18_신소재연구소,18,166,신소재연구소,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,19_제2파워플랜트,19,167,제2파워플랜트,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,20_건설환경종합연구소,20,168,건설환경종합연구소,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,21_제2공학관,21,169,제2공학관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,22_유회진학술정보관.제1공학관,22,170,유회진학술정보관.제1공학관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,23_유전공학연구소.반도체공동연구소,23,171,유전공학연구소.반도체공동연구소,서울70사8904,9:59,2019-09-02 9:59,,0,122
